category,flow_id,src_ip,dst_ip,time_s,rtt_ms
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,82.178,7.0316
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,82.1997,13.8886
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,82.2746,0.8975
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,82.2748,1.9859
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,82.434,1.0123
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,82.4438,10.1256
Remote Internet,10.0.5.143:64976->172.16.4.216:443,10.0.5.143,172.16.4.216,82.4726,40.5981
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,82.5749,12.4555
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,82.6649,1.503
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,82.6684,11.1832
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,82.7945,36.0333
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,82.8392,1.3848
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,82.8471,0.8249
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,82.9363,6.4982
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,83.049,9.2182
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,83.1164,10.9694
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,83.1845,11.9518
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,83.1856,1.6718
Remote Internet,10.0.5.143:64976->172.16.4.216:443,10.0.5.143,172.16.4.216,83.3344,51.5608
Remote Internet,10.0.5.143:64976->172.16.4.216:443,10.0.5.143,172.16.4.216,83.3634,44.7256
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,83.5583,3.4555
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,83.586,1.1004
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,83.6159,5.2271
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,83.6314,9.7775
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,83.653,0.5939
Remote Internet,10.0.5.143:64976->172.16.4.216:443,10.0.5.143,172.16.4.216,83.6687,19.5377
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,83.8009,1.4457
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,83.8419,6.0331
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,83.9373,11.9922
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,83.9453,0.6489
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,84.033,57.3686
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,84.067,1.2602
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,84.1493,0.8767
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,84.2922,11.6881
Remote Internet,10.0.5.143:64976->172.16.4.216:443,10.0.5.143,172.16.4.216,84.3116,33.0084
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,84.3288,26.2372
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,84.4209,1.3124
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,84.5228,3.5189
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,84.5845,10.5874
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,84.7392,0.9602
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,84.8977,0.4192
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,85.0647,1.7765
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,85.1175,15.9219
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,85.166,0.7674
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,85.2719,1.1542
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,85.3246,1.8092
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,85.4698,0.5147
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,85.5499,11.5614
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,85.6135,0.9878
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,85.7169,0.9414
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,85.805,7.9476
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,85.8418,49.2674
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,85.9152,4.5775
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,85.9309,1.2309
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,85.9783,1.8749
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,85.981,0.9897
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,86.0533,1.5527
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,86.1492,8.113
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,86.1927,11.3277
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,86.2205,1.4306
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,86.3588,7.1001
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,86.4247,1.8706
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,86.4272,9.8425
LAN (Wired),192.168.1.4:52428->172.16.4.161:80,192.168.1.4,172.16.4.161,86.5129,1.6332
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,86.6113,5.66
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,86.6295,1.3308
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,86.67,1.722
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,86.7149,0.1
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,86.717,1.1124
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,86.9416,0.1
Remote Internet,10.0.5.113:53571->172.16.2.197:8080,10.0.5.113,172.16.2.197,86.946,39.5749
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,86.9584,23.0368
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,87.0436,1.7415
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,87.0855,0.8963
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,87.1074,1.5318
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,87.1074,9.897
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,87.2519,5.2689
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,87.2574,0.3155
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,87.3562,1.2727
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,87.3964,11.3926
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,87.4026,43.3221
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,87.4418,1.6951
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,87.4419,6.1704
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,87.4487,12.1761
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,87.4832,10.8116
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,87.4891,0.9386
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,87.4936,14.0263
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,87.5783,1.5398
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,87.6297,1.3367
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,87.6544,7.0087
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,87.6821,6.7341
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,87.8502,3.9612
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,87.9053,15.084
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,87.9062,7.5662
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,87.9123,12.3944
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,88.0231,1.9505
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,88.1203,1.6575
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,88.1302,1.2942
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,88.1617,3.814
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,88.1665,8.412
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,88.191,0.8601
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,88.1944,62.7907
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,88.2709,30.6908
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,88.2815,0.6086
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,88.2824,52.2145
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,88.3355,1.615
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,88.3385,74.8073
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,88.3397,37.4777
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,88.418,1.3968
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,88.4303,12.5403
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,88.4554,7.6925
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,88.4988,1.0339
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,88.509,27.6737
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,88.5396,1.5083
LAN (Wired),192.168.1.254:59549->172.16.5.154:8080,192.168.1.254,172.16.5.154,88.546,1.3428
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,88.6098,7.8803
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,88.612,9.219
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,88.6314,8.4892
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,88.6417,14.4946
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,88.7049,15.0968
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,88.7211,7.2212
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,88.7388,0.5622
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,88.7472,3.6179
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,88.7549,8.3768
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,88.7561,17.4458
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,88.8014,1.2814
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,88.837,4.7563
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,88.8602,8.2509
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,88.927,13.4305
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,89.0223,2.1083
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,89.0497,13.2249
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,89.1045,0.5525
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,89.1174,46.4361
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,89.1425,6.9552
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,89.1439,6.5729
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,89.2271,13.816
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,89.2501,5.6905
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,89.2525,30.3515
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,89.3404,6.0943
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,89.3415,2.8654
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,89.3689,1.3354
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,89.4126,38.3936
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,89.4249,39.561
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,89.4344,8.8925
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,89.4363,8.0277
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,89.4419,36.1111
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,89.4825,16.4776
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,89.4843,1.4531
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,89.5303,14.1712
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,89.5855,6.6944
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,89.7159,7.0373
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,89.7326,11.4843
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,89.83,16.6862
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,89.8542,1.2286
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,89.8656,8.1104
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,89.8793,1.5321
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,89.8823,66.0846
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,89.8889,12.0479
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,89.8997,27.7358
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,89.9122,43.2266
LAN (Wired),192.168.1.134:65486->172.16.3.161:8080,192.168.1.134,172.16.3.161,89.9281,1.2188
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,89.9532,9.5339
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,89.9856,41.0566
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,89.9932,7.9147
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,90.0109,38.9023
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,90.0115,0.996
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,90.0294,10.1233
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,90.035,44.0908
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,90.0424,48.6057
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,90.0772,119.3987
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,90.1186,11.1255
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,90.1207,10.0001
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,90.1887,5.4298
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,90.2077,12.1756
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,90.2092,12.175
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,90.2102,62.4296
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,90.2705,49.5169
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,90.284,10.5759
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,90.2861,1.0089
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,90.2909,5.9426
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,90.3289,7.1357
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,90.3506,1.1778
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,90.3622,10.9515
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,90.3951,7.9652
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,90.4166,9.456
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,90.4389,12.3608
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,90.4526,2.9329
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,90.4657,48.9209
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,90.5293,8.7144
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,90.5874,6.2062
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,90.618,0.8576
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,90.6433,12.2417
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,90.6955,42.2568
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,90.8127,12.8996
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,90.828,9.7666
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,90.8862,11.9134
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,90.9132,73.8761
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,90.9185,6.4329
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,90.9188,7.13
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,90.9248,1.0163
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,90.9306,46.7215
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,90.9338,9.4394
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,90.9741,9.1418
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,91.1013,13.699
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,91.1734,1.7984
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,91.1828,152.0422
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,91.1841,6.9357
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,91.2158,34.564
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,91.2529,1.3509
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,91.2821,12.4262
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,91.314,9.0906
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,91.3337,1.5478
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,91.4441,12.9229
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,91.4774,49.6213
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,91.5218,5.3052
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,91.5304,1.2993
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,91.5558,81.2496
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,91.6251,44.7689
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,91.6428,5.4493
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,91.727,12.2146
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,91.7464,5.8818
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,91.7509,1.0292
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,91.8691,1.3916
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,91.8902,5.854
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,91.9655,8.9508
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,91.9717,10.8579
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,92.013,10.3961
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,92.0171,11.326
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,92.0556,7.9225
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,92.0563,7.6324
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,92.1211,5.2152
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,92.1745,26.3549
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,92.2199,42.7077
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,92.2545,7.2413
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,92.2714,11.4235
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,92.2777,59.9203
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,92.2792,8.592
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,92.3084,8.1795
Campus WiFi,192.168.2.4:64529->172.16.2.131:8080,192.168.2.4,172.16.2.131,92.3772,3.4978
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,92.4769,6.7362
LAN (Wired),192.168.1.47:63861->172.16.4.120:22,192.168.1.47,172.16.4.120,92.5089,1.3335
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,92.5277,168.3113
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,92.671,13.5097
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,92.6725,8.4182
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,92.7321,9.4657
LAN (Wired),192.168.1.207:51619->172.16.1.121:443,192.168.1.207,172.16.1.121,92.7339,1.792
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,92.7416,7.9554
Remote Internet,10.0.5.29:64183->172.16.5.93:8080,10.0.5.29,172.16.5.93,92.7836,315.8542
Campus WiFi,192.168.2.125:58211->172.16.1.88:22,192.168.2.125,172.16.1.88,92.7987,13.4348
Campus WiFi,192.168.2.238:62192->172.16.1.244:22,192.168.2.238,172.16.1.244,92.8054,1.6108
Campus WiFi,192.168.2.176:65169->172.16.2.185:80,192.168.2.176,172.16.2.185,92.8082,4.1485
Campus WiFi,192.168.2.33:50376->172.16.3.184:8080,192.168.2.33,172.16.3.184,92.831,68.3592
Campus WiFi,192.168.2.47:55940->172.16.3.6:443,192.168.2.47,172.16.3.6,92.8869,6.92
